CNPJ;NOME;ENDEREÇO;COMPLEMENTO;BAIRRO;MUNICÍPIO;UF;PRODUTO;VALOR VENDA;DATA CADASTRO
08963963000100;POSTO DE GASOLINA 6 DE MAIO LTDA - ME;AVENIDA DR MANUEL TELES,474;;CENTRO;DUQUE DE CAXIAS;RJ;Gasolina;4,999;13/07/2018 14:28
08963963000100;POSTO DE GASOLINA 6 DE MAIO LTDA - ME;AVENIDA DR MANUEL TELES,474;;CENTRO;DUQUE DE CAXIAS;RJ;Etanol;3,499;13/07/2018 14:28
08963963000100;POSTO DE GASOLINA 6 DE MAIO LTDA - ME;AVENIDA DR MANUEL TELES,474;;CENTRO;DUQUE DE CAXIAS;RJ;Diesel S10;3,499;13/07/2018 14:28
09164791000321;POSTO APOLO VI;AVENIDA GENERALFLORES DA CUNHA,2097;;VILA CACHOEIRINHA;CACHOEIRINHA;RS;Gasolina;4,899;24/09/2018 15:51
09164791000321;POSTO APOLO VI;AVENIDA GENERALFLORES DA CUNHA,2097;;VILA CACHOEIRINHA;CACHOEIRINHA;RS;Etanol;3,999;24/09/2018 15:51
09164791000321;POSTO APOLO VI;AVENIDA GENERALFLORES DA CUNHA,2097;;VILA CACHOEIRINHA;CACHOEIRINHA;RS;Diesel S500;3,599;24/09/2018 15:51
09164791000321;POSTO APOLO VI;AVENIDA GENERALFLORES DA CUNHA,2097;;VILA CACHOEIRINHA;CACHOEIRINHA;RS;Diesel S10;3,699;24/09/2018 15:51
09217206000142;AUTO POSTO PREMIUM;AVENIDA JOSE DE BRITO SOARES,1101;;ANHANGUERA;ARAGUAINA;TO;Gasolina;4,79;21/06/2018 16:57
09217206000142;AUTO POSTO PREMIUM;AVENIDA JOSE DE BRITO SOARES,1101;;ANHANGUERA;ARAGUAINA;TO;Diesel S500;3,399;21/06/2018 16:54
09217206000142;AUTO POSTO PREMIUM;AVENIDA JOSE DE BRITO SOARES,1101;;ANHANGUERA;ARAGUAINA;TO;Diesel S10;3,499;21/06/2018 16:54
09296287000113;AUTO POSTO MONTANA;AVENIDA GONÇALVES DIAS,3040;;JARDIM AEROPORTO;OURO PRETO DO OESTE;RO;Gasolina;4,73;03/09/2018 18:20
09296287000113;AUTO POSTO MONTANA;AVENIDA GONÇALVES DIAS,3040;;JARDIM AEROPORTO;OURO PRETO DO OESTE;RO;Etanol;3,95;21/07/2018 09:38
09296287000113;AUTO POSTO MONTANA;AVENIDA GONÇALVES DIAS,3040;;JARDIM AEROPORTO;OURO PRETO DO OESTE;RO;Diesel S500;3,79;03/09/2018 18:20
09299516000153;AUTO POSTO AGNELO;AVENIDA ACM,544;CASA;CENTRO;CICERO DANTAS;BA;Gasolina;4,6;18/07/2018 10:45
09299516000153;AUTO POSTO AGNELO;AVENIDA ACM,544;CASA;CENTRO;CICERO DANTAS;BA;Etanol;3,7;18/07/2018 10:45
09299516000153;AUTO POSTO AGNELO;AVENIDA ACM,544;CASA;CENTRO;CICERO DANTAS;BA;Diesel S10;3,6;18/07/2018 10:45
09366602000131;AUTO POSTO GIGI;RUA PEDRO RODRIGUES,925;;CENTRO;ITAPORA;MS;Gasolina;4,829;13/09/2018 09:55
09366602000131;AUTO POSTO GIGI;RUA PEDRO RODRIGUES,925;;CENTRO;ITAPORA;MS;Etanol;3,479;13/09/2018 09:55
09366602000131;AUTO POSTO GIGI;RUA PEDRO RODRIGUES,925;;CENTRO;ITAPORA;MS;Diesel S500;3,989;01/09/2018 11:39
09366602000131;AUTO POSTO GIGI;RUA PEDRO RODRIGUES,925;;CENTRO;ITAPORA;MS;Diesel S10;4,089;01/09/2018 11:39
09573325000138;RR AUTO SERVICE LTDA;AVENIDA RUY RODRIGUES,3871;;PARQUE UNIVERSITARIO DE VIRACOPOS;CAMPINAS;SP;Gasolina;4,499;11/09/2018 11:24
09573325000138;RR AUTO SERVICE LTDA;AVENIDA RUY RODRIGUES,3871;;PARQUE UNIVERSITARIO DE VIRACOPOS;CAMPINAS;SP;Etanol;2,699;11/09/2018 11:24
09573325000138;RR AUTO SERVICE LTDA;AVENIDA RUY RODRIGUES,3871;;PARQUE UNIVERSITARIO DE VIRACOPOS;CAMPINAS;SP;Diesel S500;3,699;11/09/2018 11:24
09573325000138;RR AUTO SERVICE LTDA;AVENIDA RUY RODRIGUES,3871;;PARQUE UNIVERSITARIO DE VIRACOPOS;CAMPINAS;SP;Diesel S10;3,799;11/09/2018 11:24
09612655000195;POSTO SATURNO;DISTRITO DE SERROTA,S/Nº;;ZONA RURAL;SENADOR SA;CE;Gasolina;4,87;03/08/2018 13:26
09612655000195;POSTO SATURNO;DISTRITO DE SERROTA,S/Nº;;ZONA RURAL;SENADOR SA;CE;Diesel S500;3,699;03/08/2018 13:26
10254592000121;POSTO DE VILLE;RUA JOAO BOSCO MARQUES DE SOUSA,556;;GATO PRETO;SOUSA;PB;Gasolina;4,599;04/09/2018 09:09
10254592000121;POSTO DE VILLE;RUA JOAO BOSCO MARQUES DE SOUSA,556;;GATO PRETO;SOUSA;PB;Diesel S10;3,799;04/09/2018 09:09
10549635000104;AUTO POSTO COLONIAL;AVENIDA MANOEL RUZ PERES,2550;;JARDIM HUBERT;INDAIATUBA;SP;Gasolina;4,599;13/09/2018 15:17
10549635000104;AUTO POSTO COLONIAL;AVENIDA MANOEL RUZ PERES,2550;;JARDIM HUBERT;INDAIATUBA;SP;Etanol;2,799;13/09/2018 15:17
10549635000104;AUTO POSTO COLONIAL;AVENIDA MANOEL RUZ PERES,2550;;JARDIM HUBERT;INDAIATUBA;SP;Diesel S10;3,599;20/09/2018 07:59
10557748000143;AUTO POSTO ROTA RADIAL LTDA;RUA PIRATININGA,1017;;BRAS;SAO PAULO;SP;Gasolina;3,989;26/07/2018 20:06
10557748000143;AUTO POSTO ROTA RADIAL LTDA;RUA PIRATININGA,1017;;BRAS;SAO PAULO;SP;Etanol;2,249;26/07/2018 20:06
10876085000120;AUTO POSTO SAN CRISTÓVÃO;RUA MONTE ALEGRE,5800;;JARDIM GUANABARA;DOURADOS;MS;Gasolina;4,299;12/07/2018 17:28
10876085000120;AUTO POSTO SAN CRISTÓVÃO;RUA MONTE ALEGRE,5800;;JARDIM GUANABARA;DOURADOS;MS;Etanol;2,999;12/07/2018 17:28
10876085000120;AUTO POSTO SAN CRISTÓVÃO;RUA MONTE ALEGRE,5800;;JARDIM GUANABARA;DOURADOS;MS;Diesel S500;3,399;12/07/2018 17:28
10876085000120;AUTO POSTO SAN CRISTÓVÃO;RUA MONTE ALEGRE,5800;;JARDIM GUANABARA;DOURADOS;MS;Diesel S10;3,499;12/07/2018 17:28
11000641000162;AUTO POSTO TITAN;AVENIDA DUDU FERRAZ,1110;;JARDIM SANTA ROSA;JAU;SP;Gasolina;4,049;08/08/2018 15:00
11000641000162;AUTO POSTO TITAN;AVENIDA DUDU FERRAZ,1110;;JARDIM SANTA ROSA;JAU;SP;Etanol;2,189;08/08/2018 15:00
11000641000162;AUTO POSTO TITAN;AVENIDA DUDU FERRAZ,1110;;JARDIM SANTA ROSA;JAU;SP;Diesel S500;3,129;08/08/2018 15:00
11000641000162;AUTO POSTO TITAN;AVENIDA DUDU FERRAZ,1110;;JARDIM SANTA ROSA;JAU;SP;Diesel S10;3,239;08/08/2018 15:00
11307599000127;AUTO POSTO AEROPORTO DE UBATUBA LTDA.;AVENIDA ANTONIO CARLOS RIBEIRO,0;;CENTRO;UBATUBA;SP;Gasolina;4,579;17/09/2018 17:22
11307599000127;AUTO POSTO AEROPORTO DE UBATUBA LTDA.;AVENIDA ANTONIO CARLOS RIBEIRO,0;;CENTRO;UBATUBA;SP;Etanol;2,789;17/09/2018 17:22
11307599000127;AUTO POSTO AEROPORTO DE UBATUBA LTDA.;AVENIDA ANTONIO CARLOS RIBEIRO,0;;CENTRO;UBATUBA;SP;Diesel S10;3,664;17/09/2018 17:22
11372676000122;CAMPOS DO JORDÃO AUTO POSTO LTDA.;AVENIDA FREI ORESTES GIRARDI,2057;;VILA ABERNESIA;CAMPOS DO JORDAO;SP;Gasolina;4,699;17/09/2018 17:36
11372676000122;CAMPOS DO JORDÃO AUTO POSTO LTDA.;AVENIDA FREI ORESTES GIRARDI,2057;;VILA ABERNESIA;CAMPOS DO JORDAO;SP;Etanol;2,899;17/09/2018 17:36
11372676000122;CAMPOS DO JORDÃO AUTO POSTO LTDA.;AVENIDA FREI ORESTES GIRARDI,2057;;VILA ABERNESIA;CAMPOS DO JORDAO;SP;Diesel S500;3,389;02/08/2018 10:39
11372676000122;CAMPOS DO JORDÃO AUTO POSTO LTDA.;AVENIDA FREI ORESTES GIRARDI,2057;;VILA ABERNESIA;CAMPOS DO JORDAO;SP;Diesel S10;3,649;17/09/2018 17:36
11388834000132;AUTO POSTO MONTANA;AVENIDA XV DE NOVEMBRO,1071;;UNIÃO;OURO PRETO DO OESTE;RO;Gasolina;4,73;03/09/2018 18:12
11388834000132;AUTO POSTO MONTANA;AVENIDA XV DE NOVEMBRO,1071;;UNIÃO;OURO PRETO DO OESTE;RO;Diesel S500;3,79;03/09/2018 18:12
11388834000132;AUTO POSTO MONTANA;AVENIDA XV DE NOVEMBRO,1071;;UNIÃO;OURO PRETO DO OESTE;RO;Diesel S10;3,89;03/09/2018 18:12
11440349000160;POSTO SERRANO;AVENIDA CHANCELER OSVALDO ARANHA,704;;JOSE CONRADO DE ARAUJO;ARACAJU;SE;Gasolina;4,759;10/09/2018 08:58
11440349000160;POSTO SERRANO;AVENIDA CHANCELER OSVALDO ARANHA,704;;JOSE CONRADO DE ARAUJO;ARACAJU;SE;Etanol;3,499;10/09/2018 08:58
11440349000160;POSTO SERRANO;AVENIDA CHANCELER OSVALDO ARANHA,704;;JOSE CONRADO DE ARAUJO;ARACAJU;SE;Diesel S500;3,859;10/09/2018 08:58
11440349000160;POSTO SERRANO;AVENIDA CHANCELER OSVALDO ARANHA,704;;JOSE CONRADO DE ARAUJO;ARACAJU;SE;Diesel S10;3,799;10/09/2018 08:58
12031541000166;POSTO HS;RUA JOSE ABEL DE ALMEIDA,SN;LT 02;SETOR RODOVIARIO II;ESTRELA DO NORTE;GO;Gasolina;4,9;17/08/2018 16:25
12031541000166;POSTO HS;RUA JOSE ABEL DE ALMEIDA,SN;LT 02;SETOR RODOVIARIO II;ESTRELA DO NORTE;GO;Etanol;3,1;17/08/2018 16:25
12031541000166;POSTO HS;RUA JOSE ABEL DE ALMEIDA,SN;LT 02;SETOR RODOVIARIO II;ESTRELA DO NORTE;GO;Diesel S500;3,7;17/08/2018 16:25
12031541000166;POSTO HS;RUA JOSE ABEL DE ALMEIDA,SN;LT 02;SETOR RODOVIARIO II;ESTRELA DO NORTE;GO;Diesel S10;4,077;17/08/2018 16:25
12119665000106;POSTO LEAL;AVENIDA 31 DE MARÇO,15;;CENTRO;BARREIRINHAS;MA;Gasolina;4,73;28/06/2018 14:37
12119665000106;POSTO LEAL;AVENIDA 31 DE MARÇO,15;;CENTRO;BARREIRINHAS;MA;Diesel S500;3,647;28/06/2018 14:37
12119665000106;POSTO LEAL;AVENIDA 31 DE MARÇO,15;;CENTRO;BARREIRINHAS;MA;Diesel S10;3,715;28/06/2018 14:37
12119665000289;LEAL COMERCIALIZACAO DE DERIVADOS DE PETROLEO LTDA;RUA ANACLETO DE CARVALHO,260;;CRUZEIRO;BARREIRINHAS;MA;Gasolina;4,65;05/07/2018 15:36
13047383000103;SF COMERCIO DE COMBUSTIVEIS LTDA.;RUA PORTAO,3890;;LAGO AZUL;ESTANCIA VELHA;RS;Gasolina;4,599;14/07/2018 10:18
13047383000103;SF COMERCIO DE COMBUSTIVEIS LTDA.;RUA PORTAO,3890;;LAGO AZUL;ESTANCIA VELHA;RS;Diesel S500;3,199;14/07/2018 10:18
13047383000103;SF COMERCIO DE COMBUSTIVEIS LTDA.;RUA PORTAO,3890;;LAGO AZUL;ESTANCIA VELHA;RS;Diesel S10;3,299;14/07/2018 10:18
13051606000106;AUTO POSTO 2 IRMAOS;AVENIDA AYRTON SENNA,850;;SETOR 09;BURITIS;RO;Diesel S500;3,62;20/07/2018 17:18
13051606000106;AUTO POSTO 2 IRMAOS;AVENIDA AYRTON SENNA,850;;SETOR 09;BURITIS;RO;Diesel S10;3,72;20/07/2018 17:18
13170895000154;AUTO POSTO UNIAO;RUA 21,S/N;QUADRA 40                 LOTE  13/14;CENTRO;EDEALINA;GO;Gasolina;4,599;07/08/2018 16:44
13170895000154;AUTO POSTO UNIAO;RUA 21,S/N;QUADRA 40                 LOTE  13/14;CENTRO;EDEALINA;GO;Etanol;2,799;07/08/2018 16:44
13170895000154;AUTO POSTO UNIAO;RUA 21,S/N;QUADRA 40                 LOTE  13/14;CENTRO;EDEALINA;GO;Diesel S500;3,399;07/08/2018 16:44
13170895000154;AUTO POSTO UNIAO;RUA 21,S/N;QUADRA 40                 LOTE  13/14;CENTRO;EDEALINA;GO;Diesel S10;3,499;07/08/2018 16:44
13250823000117;AUTO POSTO DALTIBA;AVENIDA TANCREDO NEVES,1163;ESQUINA C/ AV. CAPITÃO SILVIO;SETOR 01;ARIQUEMES;RO;Gasolina;3,65;04/07/2018 15:14
13250823000117;AUTO POSTO DALTIBA;AVENIDA TANCREDO NEVES,1163;ESQUINA C/ AV. CAPITÃO SILVIO;SETOR 01;ARIQUEMES;RO;Diesel S500;3,627;04/07/2018 15:14
13250823000117;AUTO POSTO DALTIBA;AVENIDA TANCREDO NEVES,1163;ESQUINA C/ AV. CAPITÃO SILVIO;SETOR 01;ARIQUEMES;RO;Diesel S10;3,661;04/07/2018 15:14
13635049000162;POSTO TITAN DE CORBELIA LTDA.;RODOVIA BR 369,S/N;KM 478;OURO VERDE DO PIQUIRI;CORBELIA;PR;Gasolina;4,09;07/08/2018 15:55
13635049000162;POSTO TITAN DE CORBELIA LTDA.;RODOVIA BR 369,S/N;KM 478;OURO VERDE DO PIQUIRI;CORBELIA;PR;Etanol;2,49;07/08/2018 15:55
13635049000162;POSTO TITAN DE CORBELIA LTDA.;RODOVIA BR 369,S/N;KM 478;OURO VERDE DO PIQUIRI;CORBELIA;PR;Diesel S500;3,06;07/08/2018 15:55
13781754000178;POSTOS ARCO VERDE;AVENIDA PILOTO PEREIRA TIM,1762;ANEXO A;MONTE CASTELO;PARNAMIRIM;RN;Gasolina;4,769;29/07/2018 20:26
13781754000178;POSTOS ARCO VERDE;AVENIDA PILOTO PEREIRA TIM,1762;ANEXO A;MONTE CASTELO;PARNAMIRIM;RN;Etanol;3,599;29/07/2018 20:26
13781754000178;POSTOS ARCO VERDE;AVENIDA PILOTO PEREIRA TIM,1762;ANEXO A;MONTE CASTELO;PARNAMIRIM;RN;Diesel S500;3,47;29/07/2018 20:26
13781754000178;POSTOS ARCO VERDE;AVENIDA PILOTO PEREIRA TIM,1762;ANEXO A;MONTE CASTELO;PARNAMIRIM;RN;Diesel S10;3,59;29/07/2018 20:26
14167819000152;AUTO POSTO MARQUES;RODOVIA BR 364,S/N;KM 421;JARDIM BELA VISTA;JARU;RO;Gasolina;4,579;03/07/2018 15:38
14167819000152;AUTO POSTO MARQUES;RODOVIA BR 364,S/N;KM 421;JARDIM BELA VISTA;JARU;RO;Etanol;3,999;03/07/2018 15:38
14167819000152;AUTO POSTO MARQUES;RODOVIA BR 364,S/N;KM 421;JARDIM BELA VISTA;JARU;RO;Diesel S500;3,549;03/07/2018 15:38
14167819000152;AUTO POSTO MARQUES;RODOVIA BR 364,S/N;KM 421;JARDIM BELA VISTA;JARU;RO;Diesel S10;3,599;03/07/2018 15:38
14229920000190;POSTO TITAN CAFELANDIA;AVENIDA MARECHAL LOTT,  ESQ. DEP. ANTONIO LUSTOSA,1475;;CENTRO;CAFELANDIA;PR;Gasolina;4,219;07/08/2018 16:02
14229920000190;POSTO TITAN CAFELANDIA;AVENIDA MARECHAL LOTT,  ESQ. DEP. ANTONIO LUSTOSA,1475;;CENTRO;CAFELANDIA;PR;Etanol;2,699;07/08/2018 16:02
14229920000190;POSTO TITAN CAFELANDIA;AVENIDA MARECHAL LOTT,  ESQ. DEP. ANTONIO LUSTOSA,1475;;CENTRO;CAFELANDIA;PR;Diesel S500;3,089;07/08/2018 16:02
14229920000190;POSTO TITAN CAFELANDIA;AVENIDA MARECHAL LOTT,  ESQ. DEP. ANTONIO LUSTOSA,1475;;CENTRO;CAFELANDIA;PR;Diesel S10;3,139;07/08/2018 16:02
14967901000161;POSTO NELCI MARIA LOCATELLI E CIA LTDA;AVENIDA TAMANDARE,1572;;VILA ALTO SUMARE;CAMPO GRANDE;MS;Gasolina;4,09;28/06/2018 16:02
14967901000161;POSTO NELCI MARIA LOCATELLI E CIA LTDA;AVENIDA TAMANDARE,1572;;VILA ALTO SUMARE;CAMPO GRANDE;MS;Etanol;3,197;28/06/2018 16:02
14967901000161;POSTO NELCI MARIA LOCATELLI E CIA LTDA;AVENIDA TAMANDARE,1572;;VILA ALTO SUMARE;CAMPO GRANDE;MS;Diesel S10;3,497;28/06/2018 16:02
15203666000114;AUTO POSTO DINALO E IBRAHIM LTDA;AVENIDA LUCAS NOGUEIRA GARCEZ,370;;JARDIM ESTELA;POA;SP;Gasolina;4,499;16/08/2018 10:49
15203666000114;AUTO POSTO DINALO E IBRAHIM LTDA;AVENIDA LUCAS NOGUEIRA GARCEZ,370;;JARDIM ESTELA;POA;SP;Etanol;2,599;16/08/2018 10:49
15203666000114;AUTO POSTO DINALO E IBRAHIM LTDA;AVENIDA LUCAS NOGUEIRA GARCEZ,370;;JARDIM ESTELA;POA;SP;Diesel S10;3,499;16/08/2018 10:49
15286573000109;POSTO SANTIAGO;RUA HELENO DE ANDRADE,1154;;SETOR 3;BURITIS;RO;Gasolina;4,96;04/09/2018 12:03
15286573000109;POSTO SANTIAGO;RUA HELENO DE ANDRADE,1154;;SETOR 3;BURITIS;RO;Diesel S500;3,888;04/09/2018 12:05
15286573000109;POSTO SANTIAGO;RUA HELENO DE ANDRADE,1154;;SETOR 3;BURITIS;RO;Diesel S10;3,966;04/09/2018 12:05
15388267000337;POSTO JOIA;RUA BARAO DO RIO BRANCO,347;;CENTRO;MIRANDA;MS;Gasolina;4,98;21/09/2018 09:49
15388267000337;POSTO JOIA;RUA BARAO DO RIO BRANCO,347;;CENTRO;MIRANDA;MS;Etanol;3,53;21/09/2018 09:49
15388267000337;POSTO JOIA;RUA BARAO DO RIO BRANCO,347;;CENTRO;MIRANDA;MS;Diesel S500;3,93;21/09/2018 09:49
15388267000337;POSTO JOIA;RUA BARAO DO RIO BRANCO,347;;CENTRO;MIRANDA;MS;Diesel S10;3,99;21/09/2018 09:49
15896509000131;POSTO FORTALEZA;AVENIDA MARECHAL RONDON C/22 DE NOVEMBRO,1582;;DOIS DE ABRIL;JI-PARANA;RO;Gasolina;4,769;28/06/2018 12:59
15896509000131;POSTO FORTALEZA;AVENIDA MARECHAL RONDON C/22 DE NOVEMBRO,1582;;DOIS DE ABRIL;JI-PARANA;RO;Etanol;3,999;28/06/2018 12:59
15896509000131;POSTO FORTALEZA;AVENIDA MARECHAL RONDON C/22 DE NOVEMBRO,1582;;DOIS DE ABRIL;JI-PARANA;RO;Diesel S500;3,629;28/06/2018 12:59
15896509000131;POSTO FORTALEZA;AVENIDA MARECHAL RONDON C/22 DE NOVEMBRO,1582;;DOIS DE ABRIL;JI-PARANA;RO;Diesel S10;3,689;28/06/2018 12:59
16045015000106;POSTO TERERE;AVENIDA AFONSO PENA,5264;;CHACARA CACHOEIRA;CAMPO GRANDE;MS;Gasolina;4,456;17/09/2018 17:11
16045015000106;POSTO TERERE;AVENIDA AFONSO PENA,5264;;CHACARA CACHOEIRA;CAMPO GRANDE;MS;Etanol;3,236;17/09/2018 17:11
16045015000106;POSTO TERERE;AVENIDA AFONSO PENA,5264;;CHACARA CACHOEIRA;CAMPO GRANDE;MS;Diesel S10;3,806;17/09/2018 17:11
16909633000157;POSTOS ARCO VERDE;ESTRADA DE VERA CRUZ,S/N;LOTE  V DOS COQUEIROS I A       9-3;ZONA DE EXPANCAO;SAO JOSE DE MIPIBU;RN;Diesel S10;3,48;17/07/2018 11:19
16909633000157;POSTOS ARCO VERDE;ESTRADA DE VERA CRUZ,S/N;LOTE  V DOS COQUEIROS I A       9-3;ZONA DE EXPANCAO;SAO JOSE DE MIPIBU;RN;Gasolina;4,33;17/07/2018 11:19
16909633000157;POSTOS ARCO VERDE;ESTRADA DE VERA CRUZ,S/N;LOTE  V DOS COQUEIROS I A       9-3;ZONA DE EXPANCAO;SAO JOSE DE MIPIBU;RN;Etanol;3,59;17/07/2018 11:19
16909633000157;POSTOS ARCO VERDE;ESTRADA DE VERA CRUZ,S/N;LOTE  V DOS COQUEIROS I A       9-3;ZONA DE EXPANCAO;SAO JOSE DE MIPIBU;RN;Diesel S500;3,38;17/07/2018 11:19
17071865000141;AUTO POSTO TITAN SAPOPEMBA;AVENIDA SAPOPEMBA,7046;;SAPOPEMBA;SAO PAULO;SP;Gasolina;3,999;08/08/2018 15:24
17071865000141;AUTO POSTO TITAN SAPOPEMBA;AVENIDA SAPOPEMBA,7046;;SAPOPEMBA;SAO PAULO;SP;Etanol;2,299;08/08/2018 15:24
17071865000141;AUTO POSTO TITAN SAPOPEMBA;AVENIDA SAPOPEMBA,7046;;SAPOPEMBA;SAO PAULO;SP;Diesel S10;3,189;08/08/2018 15:24
17112586000189;POSTO LARANJAL;AVENIDA ADOLFO FETTER,1997;;RECANTO DE PORTUGAL;PELOTAS;RS;Gasolina;4,799;24/07/2018 19:41
17112586000189;POSTO LARANJAL;AVENIDA ADOLFO FETTER,1997;;RECANTO DE PORTUGAL;PELOTAS;RS;Etanol;3,999;24/07/2018 19:41
17112586000189;POSTO LARANJAL;AVENIDA ADOLFO FETTER,1997;;RECANTO DE PORTUGAL;PELOTAS;RS;Diesel S500;3,399;24/07/2018 19:41
17305026000140;OASIS COMBUSTIVEIS LTDA;RODOVIA BR 101,S/N;KM 80               LOJA  02;IBITIOCA;CAMPOS DOS GOYTACAZES;RJ;Gasolina;5,199;03/07/2018 17:17
17305026000140;OASIS COMBUSTIVEIS LTDA;RODOVIA BR 101,S/N;KM 80               LOJA  02;IBITIOCA;CAMPOS DOS GOYTACAZES;RJ;Etanol;3,799;03/07/2018 17:17
17305026000140;OASIS COMBUSTIVEIS LTDA;RODOVIA BR 101,S/N;KM 80               LOJA  02;IBITIOCA;CAMPOS DOS GOYTACAZES;RJ;GNV;5,099;03/07/2018 17:17
17305026000140;OASIS COMBUSTIVEIS LTDA;RODOVIA BR 101,S/N;KM 80               LOJA  02;IBITIOCA;CAMPOS DOS GOYTACAZES;RJ;Diesel S500;3,589;03/07/2018 17:17
17305026000140;OASIS COMBUSTIVEIS LTDA;RODOVIA BR 101,S/N;KM 80               LOJA  02;IBITIOCA;CAMPOS DOS GOYTACAZES;RJ;Diesel S10;3,639;03/07/2018 17:17
17962000000175;CUPECE COMERCIO VAREJISTA DE COMBUSTIVEIS EIRELI;AVENIDA CUPECE,5810;;JARDIM PRUDENCIA;SAO PAULO;SP;Gasolina;4,399;18/09/2018 12:11
17962000000175;CUPECE COMERCIO VAREJISTA DE COMBUSTIVEIS EIRELI;AVENIDA CUPECE,5810;;JARDIM PRUDENCIA;SAO PAULO;SP;Etanol;2,499;18/09/2018 12:11
17962000000175;CUPECE COMERCIO VAREJISTA DE COMBUSTIVEIS EIRELI;AVENIDA CUPECE,5810;;JARDIM PRUDENCIA;SAO PAULO;SP;Diesel S10;3,499;18/09/2018 12:11
18590664000113;A1 COMBUSTIVEIS;AVENIDA PRESIDENTE VARGAS,357;;SETOR IMPERIAL;GOIATUBA;GO;Gasolina;4,49;25/07/2018 11:18
18590664000113;A1 COMBUSTIVEIS;AVENIDA PRESIDENTE VARGAS,357;;SETOR IMPERIAL;GOIATUBA;GO;Diesel S500;3,399;25/07/2018 11:18
18590664000113;A1 COMBUSTIVEIS;AVENIDA PRESIDENTE VARGAS,357;;SETOR IMPERIAL;GOIATUBA;GO;Diesel S10;3,5;25/07/2018 11:18
18590664000113;A1 COMBUSTIVEIS;AVENIDA PRESIDENTE VARGAS,357;;SETOR IMPERIAL;GOIATUBA;GO;Etanol;2,65;25/07/2018 11:18
18974530000104;CAMINHO DO MAR AUTO POSTO LTDA;AVENIDA CAMINHO DO MAR,2965;;RUDGE RAMOS;SAO BERNARDO DO CAMPO;SP;Gasolina;4,399;17/09/2018 17:54
18974530000104;CAMINHO DO MAR AUTO POSTO LTDA;AVENIDA CAMINHO DO MAR,2965;;RUDGE RAMOS;SAO BERNARDO DO CAMPO;SP;Etanol;2,699;17/09/2018 17:54
18974530000104;CAMINHO DO MAR AUTO POSTO LTDA;AVENIDA CAMINHO DO MAR,2965;;RUDGE RAMOS;SAO BERNARDO DO CAMPO;SP;Diesel S10;3,539;17/09/2018 17:54
19079066000147;G20;RUA DO GLICERIO,498;TERREO;LIBERDADE;SAO PAULO;SP;Gasolina;3,999;26/07/2018 19:38
19079066000147;G20;RUA DO GLICERIO,498;TERREO;LIBERDADE;SAO PAULO;SP;Etanol;2,349;26/07/2018 19:38
19520321000145;GOL AUTO POSTO;AVENIDA AYRTON SENNA,1025;;SETOR 3;BURITIS;RO;Diesel S500;3,62;06/07/2018 13:14
19520321000145;GOL AUTO POSTO;AVENIDA AYRTON SENNA,1025;;SETOR 3;BURITIS;RO;Diesel S10;3,72;06/07/2018 13:14
19520321000145;GOL AUTO POSTO;AVENIDA AYRTON SENNA,1025;;SETOR 3;BURITIS;RO;Gasolina;4,81;06/07/2018 13:14
19520321000145;GOL AUTO POSTO;AVENIDA AYRTON SENNA,1025;;SETOR 3;BURITIS;RO;Etanol;4,16;06/07/2018 13:14
19953346000132;POROROCA AUTO POSTO IV;AVENIDA EURICO SOARES ANDRADE,1071;;CENTRO;NOVA ANDRADINA;MS;Gasolina;4,19;27/07/2018 11:04
19953346000132;POROROCA AUTO POSTO IV;AVENIDA EURICO SOARES ANDRADE,1071;;CENTRO;NOVA ANDRADINA;MS;Etanol;2,99;16/07/2018 12:17
19953346000132;POROROCA AUTO POSTO IV;AVENIDA EURICO SOARES ANDRADE,1071;;CENTRO;NOVA ANDRADINA;MS;Diesel S500;3,39;16/07/2018 12:17
19953346000132;POROROCA AUTO POSTO IV;AVENIDA EURICO SOARES ANDRADE,1071;;CENTRO;NOVA ANDRADINA;MS;Diesel S10;3,49;16/07/2018 12:17
21205041000194;POSTO ROTTAVA;AVENIDA PINHEIRO MACHADO,5826;;IGARAPE;PORTO VELHO;RO;Gasolina;4,399;13/08/2018 16:18
21205041000194;POSTO ROTTAVA;AVENIDA PINHEIRO MACHADO,5826;;IGARAPE;PORTO VELHO;RO;Diesel S500;3,539;13/08/2018 16:18
21205041000194;POSTO ROTTAVA;AVENIDA PINHEIRO MACHADO,5826;;IGARAPE;PORTO VELHO;RO;Diesel S10;3,639;13/08/2018 16:18
21298404000183;POSTOS ARCO VERDE;RUA ROSA FERNANDES SILVA,355;;NOVA ESPERANCA;PARNAMIRIM;RN;Gasolina;4,769;29/07/2018 20:22
21298404000183;POSTOS ARCO VERDE;RUA ROSA FERNANDES SILVA,355;;NOVA ESPERANCA;PARNAMIRIM;RN;Etanol;3,599;29/07/2018 20:22
21298404000183;POSTOS ARCO VERDE;RUA ROSA FERNANDES SILVA,355;;NOVA ESPERANCA;PARNAMIRIM;RN;Diesel S500;3,47;29/07/2018 20:22
21298404000183;POSTOS ARCO VERDE;RUA ROSA FERNANDES SILVA,355;;NOVA ESPERANCA;PARNAMIRIM;RN;Diesel S10;3,599;29/07/2018 20:22
22623880000195;AUTO POSTO DELABRANTE LTDA;RUA SALDANHA MARINHO,1174;;CENTRO;GUARAPUAVA;PR;Gasolina;4,52;24/09/2018 16:03
